lem,index,token,stem,pos,counts
barrio,780,barrio,barrio,NN,1
barricade,7808,barricade,barricad,NN,1
bare,287,bare,bare,NN,1
barcelona,1236,barcelona,barcelona,NN,1
barbershop,3814,barbershop,barbershop,NN,1
barbed,4740,barbed,barb,NN,1
barbarian,136,barbarian,barbarian,NN,1
barbara,2490,barbara,barbara,NN,1
bar,5512,bar,bar,NN,1
banner,4576,banner,banner,NN,1
bankrupt,2651,bankrupt,bankrupt,NN,1
babysitter,3911,babysitter,babysitt,NN,1
banishment,6509,banishment,banish,NN,1
bangkok,7919,bangkok,bangkok,NN,1
bamboo,240,bamboo,bamboo,NN,1
baltimore,5086,baltimore,baltimor,NN,1
balloon,3914,balloon,balloon,NN,1
ballet,6147,ballet,ballet,NN,1
ballerina,6158,ballerina,ballerina,NN,1
bail,6460,bail,bail,NN,1
baggage,374,baggage,baggag,NN,1
bag,5287,bag,bag,NN,1
backyard,1295,backyard,backyard,NN,1
bachelor,2924,bachelor,bachelor,NN,1
babysnatching,2944,babysnatching,babysnatch,NN,1
are,7237,ares,are,NN,1
arctic,2544,arctic,arctic,JJ,1
architect,5373,architect,architect,NN,1
adventurer,8020,adventurer,adventur,NN,1
alligator,1399,alligator,allig,NN,1
alley,4268,alley,alley,NN,1
allegory,5885,allegory,allegori,NN,1
algerian,2974,algerian,algerian,JJ,1
album,9676,album,album,NN,1
albino,3452,albino,albino,NN,1
alberta,7433,alberta,alberta,NN,1
alamo,2098,alamo,alamo,NN,1
al,8799,als,al,NN,1
ailul,3101,ailul,ailul,NN,1
agriculture,8960,agriculture,agricultur,NN,1
agreement,1511,agreement,agreement,NN,1
affection,4609,affection,affect,NN,1
advancement,2572,advancement,advanc,NN,1
archeology,2546,archeology,archeolog,NN,1
adrenaline,3590,adrenaline,adrenalin,NN,1
adoption,5585,adoption,adopt,NN,1
admiration,4063,admiration,admir,NN,1
address,7731,address,address,NN,1
acupuncture,5257,acupuncture,acupunctur,NN,1
act,4671,acting,act,VB,1
accuse,4786,accused,accus,VB,1
accidental,5309,accidental,accident,NN,1
absurd,351,absurd,absurd,NN,1
absinthe,520,absinthe,absinth,NN,1
abroad,7600,abroad,abroad,RB,1
abraham,7737,abraham,abraham,NN,1
aboriginal,10005,aboriginal,aborigin,JJ,1
alone,6348,alone,alon,RB,1
amateur,106,amateur,amateur,NN,1
ambulance,1753,ambulance,ambul,NN,1
america,1966,america,america,NN,1
archeological,7339,archeological,archeolog,JJ,1
archdiocese,9293,archdiocese,archdioces,JJ,1
archangel,2621,archangel,archangel,NN,1
archaeologist,2545,archaeologist,archaeologist,NN,1
apprentice,5866,apprentice,apprentic,NN,1
apprendista,5875,apprendista,apprendista,NN,1
appeal,6134,appeal,appeal,NN,1
apparition,5360,apparition,apparit,NN,1
apoplectic,1980,apoplectic,apoplect,JJ,1
apology,852,apology,apolog,NN,1
apocalyptic,7910,apocalyptic,apocalypt,JJ,1
apartheid,5654,apartheid,apartheid,NN,1
antwerp,294,antwerp,antwerp,NN,1
antisocial,7108,antisocial,antisoci,JJ,1
antigen,3262,antigen,antigen,NN,1
antidote,9191,antidote,antidot,NN,1
antiauthoritarian,2605,antiauthoritarian,antiauthoritarian,JJ,1
anonymous,2965,anonymous,anonym,JJ,1
anniversary,9038,anniversary,anniversari,NN,1
animator,2314,animator,anim,NN,1
angry,4574,angry,angri,JJ,1
androgyny,4346,androgyny,androgyni,NN,1
anchor,8233,anchor,anchor,NN,1
anarchist,4403,anarchist,anarchist,NN,1
analyst,9826,analyst,analyst,NN,1
amsterdam,8414,amsterdam,amsterdam,NN,1
amok,1534,amok,amok,NN,1
bayonet,4954,bayonet,bayonet,NN,1
beadle,3816,beadle,beadl,NN,1
checkpoint,5975,checkpoint,checkpoint,NN,1
cancun,4436,cancun,cancun,NN,1
caribbean,1736,caribbean,caribbean,NN,1
cargo,7749,cargo,cargo,NN,1
caregiver,6435,caregiver,caregiv,NN,1
care,2390,care,care,NN,1
cardinal,9296,cardinal,cardin,NN,1
caracas,9439,caracas,caraca,NN,1
capture,2532,capture,captur,NN,1
captivity,6078,captivity,captiv,NN,1
capacity,8538,capacity,capac,NN,1
canton,2019,canton,canton,NN,1
canoe,1559,canoe,cano,NN,1
cane,3804,cane,cane,NN,1
candlelight,4829,candlelight,candlelight,NN,1
cancan,509,cancan,cancan,JJ,1
carnivorous,4434,carnivorous,carnivor,JJ,1
campfire,4429,campfire,campfir,NN,1
camel,8234,camel,camel,NN,1
camcorder,2971,camcorder,camcord,NN,1
cabinet,7729,cabinet,cabinet,NN,1
businessman,81,businessman,businessman,NN,1
burma,4324,burma,burma,NN,1
burglary,7969,burglary,burglari,NN,1
burglar,1099,burglar,burglar,NN,1
bureaucracy,2666,bureaucracy,bureaucraci,NN,1
bunker,1100,bunker,bunker,NN,1
bungeejump,4890,bungeejump,bungeejump,NN,1
building,7076,building,build,NN,1
buddhist,1812,buddhist,buddhist,NN,1
carnage,5701,carnage,carnag,NN,1
carousel,9559,carousel,carousel,NN,1
bearer,3082,bearer,bearer,NN,1
chain,2442,chained,chain,VB,1
check,2432,check,check,NN,1
charlie,7206,charlie,charli,NN,1
charles,3119,charles,charl,NN,1
charismatic,7464,charismatic,charismat,JJ,1
chariot,134,chariot,chariot,NN,1
chaplin,7207,chaplin,chaplin,NN,1
chapel,5289,chapel,chapel,NN,1
channel,1191,channel,channel,NN,1
chancellor,3196,chancellor,chancellor,NN,1
chancel,2733,chancel,chancel,NN,1
chance,9485,chance,chanc,NN,1
chalkboard,5068,chalkboard,chalkboard,NN,1
chair,581,chair,chair,NN,1
cern,5241,cern,cern,NN,1
carrot,5832,carrot,carrot,NN,1
ceremony,6422,ceremony,ceremoni,NN,1
central,4931,central,central,JJ,1
center,9216,center,center,NN,1
censorship,10038,censorship,censorship,NN,1
cause,9926,cause,caus,NN,1
cattle,4848,cattle,cattl,NN,1
catastrophe,424,catastrophe,catastroph,NN,1
cataclysm,2182,cataclysm,cataclysm,NN,1
castration,4340,castration,castrat,NN,1
caste,8362,caste,cast,NN,1
cast,544,casting,cast,VB,1
casino,3727,casino,casino,NN,1
cartoon,6659,cartoon,cartoon,NN,1
budapest,6793,budapest,budapest,NN,1
brussels,3912,brussels,brussel,NN,1
bruce,4575,bruce,bruce,NN,1
birth,3662,birth,birth,NN,1
bloodshed,2133,bloodshed,bloodsh,VB,1
blog,5171,blog,blog,NN,1
blitz,4100,blitz,blitz,NN,1
blindness,2502,blindness,blind,NN,1
blast,3426,blast,blast,NN,1
blacksmith,1722,blacksmith,blacksmith,NN,1
blackout,1994,blackout,blackout,NN,1
blacklight,198,blacklight,blacklight,NN,1
blackjack,5281,blackjack,blackjack,NN,1
blackface,4669,blackface,blackfac,NN,1
blackbeard,6581,blackbeard,blackbeard,NN,1
bisexuality,539,bisexuality,bisexu,NN,1
birthday,952,birthday,birthday,NN,1
bird,6648,bird,bird,NN,1
browncoat,2857,browncoat,browncoat,NN,1
bipolar,7487,bipolar,bipolar,NN,1
biohazard,6007,biohazard,biohazard,NN,1
biker,7082,biker,biker,NN,1
bigfoot,10163,bigfoot,bigfoot,NN,1
big,60,big,big,JJ,1
beverly,6456,beverly,beverli,RB,1
belief,7514,belief,belief,NN,1
belgium,3913,belgium,belgium,NN,1
beirut,3099,beirut,beirut,NN,1
being,5849,beings,be,NN,1
beheading,3165,beheading,behead,NN,1
beggar,3796,beggar,beggar,NN,1
beaver,3049,beaver,beaver,NN,1
bludgeoning,2443,bludgeoning,bludgeon,NN,1
blueprint,604,blueprint,blueprint,NN,1
boar,9531,boar,boar,NN,1
board,7702,board,board,NN,1
brothel,7800,brothel,brothel,NN,1
brooklyn,2796,brooklyn,brooklyn,NN,1
bronze,2159,bronze,bronz,NN,1
brokerage,6288,brokerage,brokerag,NN,1
bridesmaid,6535,bridesmaid,bridesmaid,NN,1
brick,2531,brick,brick,NN,1
brainwashing,2074,brainwashing,brainwash,NN,1
brace,7002,brace,brace,NN,1
box,1271,box,box,NN,1
bow,10170,bow,bow,NN,1
botox,4481,botox,botox,NN,1
bosnian,720,bosnian,bosnian,NN,1
bosnia,717,bosnia,bosnia,NN,1
borealis,109,borealis,boreali,NN,1
bootlegger,3154,bootlegger,bootlegg,NN,1
booth,1344,booth,booth,NN,1
booster,6405,booster,booster,NN,1
bono,986,bono,bono,NN,1
bondage,3492,bondage,bondag,NN,1
bonaparte,1037,bonaparte,bonapart,NN,1
bombing,9852,bombing,bomb,NN,1
bombay,4506,bombay,bombay,NN,1
bolt,4219,bolt,bolt,NN,1
bohemian,506,bohemian,bohemian,NN,1
bodybuilder,2638,bodybuilder,bodybuild,NN,1
bodily,3374,bodily,bodili,RB,1
bob,710,bob,bob,NN,1
eyeball,9698,eyeball,eyebal,NN,1
facebook,6109,facebook,facebook,NN,1
paraplegic,2388,paraplegic,parapleg,NN,1
marquis,435,marquis,marqui,NN,1
matron,1480,matron,matron,NN,1
matilda,4854,matilda,matilda,NN,1
mathematical,920,mathematical,mathemat,JJ,1
materialism,6534,materialism,materi,NN,1
mastermind,4647,mastermind,mastermind,NN,1
masseuse,6942,masseuse,masseus,NN,1
massage,10254,massage,massag,NN,1
massacre,5974,massacre,massacr,NN,1
masquerade,3248,masquerade,masquerad,NN,1
masochism,5436,masochism,masoch,NN,1
masculinity,8042,masculinity,masculin,NN,1
maryland,7411,maryland,maryland,NN,1
marseille,1030,marseille,marseil,NN,1
marital,6436,marital,marit,NN,1
mayham,6389,mayham,mayham,NN,1
margaret,7127,margaret,margaret,NN,1
map,3390,map,map,NN,1
maori,1550,maori,maori,NN,1
manila,7428,manila,manila,NN,1
manhunt,9249,manhunt,manhunt,NN,1
mandela,5656,mandela,mandela,NN,1
mahal,4514,mahal,mahal,NN,1
magician,9668,magician,magician,NN,1
mad,9652,mad,mad,NN,1
machete,5951,machete,machet,NN,1
macau,9666,macau,macau,NN,1
macarthur,9800,macarthur,macarthur,NN,1
macao,7663,macao,macao,NN,1
maximus,141,maximus,maximu,NN,1
mayoral,4835,mayoral,mayor,JJ,1
misogynist,2287,misogynist,misogynist,NN,1
merlin,5868,merlin,merlin,NN,1
miracle,3653,miracle,miracl,NN,1
minor,4231,minor,minor,NN,1
minion,8347,minions,minion,NN,1
mini,1704,mini,mini,NN,1
millennium,7120,millennium,millennium,NN,1
midwest,8287,midwest,midwest,NN,1
midnight,1224,midnight,midnight,NN,1
method,4670,method,method,NN,1
meteorology,2197,meteorology,meteorolog,NN,1
metamorphosis,7528,metamorphosis,metamorphosi,NN,1
metal,320,metal,metal,NN,1
messiah,10216,messiah,messiah,NN,1
messenger,4933,messenger,messeng,NN,1
menace,2972,menace,menac,NN,1
maze,9179,maze,maze,NN,1
men,3227,men,men,NN,1
memphis,5589,memphis,memphi,NN,1
member,773,member,member,NN,1
melt,2202,melting,melt,VB,1
mega,7508,mega,mega,NN,1
meerkat,7748,meerkat,meerkat,NN,1
medusa,5751,medusa,medusa,NN,1
meditation,1817,meditation,medit,NN,1
medieval,9125,medieval,mediev,NN,1
medal,5027,medal,medal,NN,1
mechanical,1184,mechanical,mechan,JJ,1
meat,3369,meat,meat,NN,1
meaning,2687,meaning,mean,NN,1
lumpur,9997,lumpur,lumpur,NN,1
lucifer,2629,lucifer,lucif,NN,1
lowell,6199,lowell,lowel,NN,1
knuckle,288,knuckle,knuckl,NN,1
launcher,2130,launcher,launcher,NN,1
latinx,5954,latinx,latinx,NN,1
last,611,last,last,JJ,1
lapland,1012,lapland,lapland,NN,1
abolitionist,8093,abolitionist,abolitionist,NN,1
lag,1794,lag,lag,NN,1
ladder,2282,ladder,ladder,NN,1
labyrinth,3573,labyrinth,labyrinth,NN,1
labor,5772,labor,labor,NN,1
label,2519,label,label,NN,1
kuala,9996,kuala,kuala,NN,1
kremlin,7077,kremlin,kremlin,NN,1
komodo,7664,komodo,komodo,NN,1
knowledge,6402,knowledge,knowledg,NN,1
louvre,3439,louvre,louvr,NN,1
knockout,2583,knockout,knockout,NN,1
knight,6244,knight,knight,NN,1
kit,5065,kit,kit,NN,1
kingpin,8610,kingpin,kingpin,NN,1
king,10159,king,king,NN,1
kidnap,4376,kidnapped,kidnap,VB,1
khan,3686,khan,khan,NN,1
kendo,1173,kendo,kendo,NN,1
kazakhstan,3710,kazakhstan,kazakhstan,NN,1
katanga,9843,katanga,katanga,NN,1
kasparhausersyndrom,743,kasparhausersyndrom,kasparhausersyndrom,NN,1
karaoke,1787,karaoke,karaok,NN,1
kaiju,7986,kaiju,kaiju,NN,1
laundromat,9064,laundromat,laundromat,NN,1
laundry,8068,laundry,laundri,NN,1
lax,560,lax,lax,NN,1
leak,4061,leak,leak,NN,1
louisiana,7949,louisiana,louisiana,NN,1
louis,4473,louis,loui,NN,1
loser,2859,loser,loser,NN,1
lordship,3534,lordship,lordship,NN,1
lone,3357,lone,lone,NN,1
logician,8778,logician,logician,JJ,1
lockdown,8935,lockdown,lockdown,NN,1
lobbyist,1535,lobbyist,lobbyist,NN,1
loan,9402,loan,loan,NN,1
lizard,7165,lizard,lizard,NN,1
lisa,3443,lisa,lisa,NN,1
lincoln,7738,lincoln,lincoln,NN,1
limp,5355,limp,limp,NN,1
limousine,7379,limousine,limousin,NN,1
lifeboat,7751,lifeboat,lifeboat,NN,1
libido,4480,libido,libido,NN,1
liberia,2919,liberia,liberia,NN,1
liberation,1359,liberation,liber,NN,1
liberal,6818,liberal,liber,JJ,1
levitation,7640,levitation,levit,NN,1
lethal,159,lethal,lethal,NN,1
lesson,7367,lessons,lesson,NN,1
leone,3153,leone,leon,NN,1
legion,1507,legion,legion,NN,1
leech,1977,leech,leech,NN,1
lebanon,3100,lebanon,lebanon,NN,1
leave,3359,leave,leav,VB,1
misdirection,561,misdirection,misdirect,NN,1
misogyny,461,misogyny,misogyni,NN,1
junkie,357,junkie,junki,NN,1
nottingham,3625,nottingham,nottingham,NN,1
ohio,6857,ohio,ohio,NN,1
odds,8715,odds,odd,NN,1
odd,7835,odd,odd,NN,1
octogenarian,7376,octogenarian,octogenarian,JJ,1
observer,3639,observer,observ,NN,1
observatory,4026,observatory,observatori,NN,1
nypd,4689,nypd,nypd,NN,1
nymphomaniac,3787,nymphomaniac,nymphomaniac,NN,1
nursing,8696,nursing,nurs,NN,1
nunchaku,679,nunchaku,nunchaku,NN,1
nude,9015,nude,nude,NN,1
nsa,8887,nsa,nsa,NN,1
novalis,9019,novalis,novali,NN,1
northwest,9819,northwest,northwest,RB,1
olympian,3108,olympian,olympian,JJ,1
nordic,8332,nordic,nordic,JJ,1
nootropics,6403,nootropics,nootrop,NN,1
nobel,918,nobel,nobel,NN,1
ninjutsu,5507,ninjutsu,ninjutsu,NN,1
nightmare,9221,nightmare,nightmar,NN,1
nightclub,4421,nightclub,nightclub,NN,1
newswoman,8397,newswoman,newswoman,NN,1
newpaper,5880,newpaper,newpap,NN,1
newlywed,2430,newlywed,newlyw,VB,1
nevada,1590,nevada,nevada,NN,1
neuron,8797,neuron,neuron,NN,1
network,6099,network,network,NN,1
netherlands,8415,netherlands,netherland,NN,1
oklahoma,8279,oklahoma,oklahoma,NN,1
omaha,5471,omaha,omaha,NN,1
missile,2780,missile,missil,NN,1
oven,3815,oven,oven,RB,1
parachute,5197,parachute,parachut,NN,1
pant,6817,pants,pant,NN,1
panic,4912,panic,panic,NN,1
panda,2283,panda,panda,NN,1
panama,1567,panama,panama,NN,1
paleontology,641,paleontology,paleontolog,NN,1
pal,7301,pals,pal,NN,1
pacifist,8691,pacifist,pacifist,NN,1
oxygen,8428,oxygen,oxygen,NN,1
oxford,8698,oxford,oxford,NN,1
owner,8089,owner,owner,NN,1
overseas,7134,overseas,oversea,RB,1
overbear,10059,overbearing,overbear,VB,1
outsource,7045,outsourcing,outsourc,VB,1
oneself,632,oneself,oneself,NN,1
outdoor,8035,outdoor,outdoor,NN,1
outback,8241,outback,outback,NN,1
orthodox,7517,orthodox,orthodox,NN,1
orpheus,512,orpheus,orpheu,NN,1
orphanage,5971,orphanage,orphanag,NN,1
orleans,7948,orleans,orlean,NN,1
orlando,10026,orlando,orlando,NN,1
orchid,1404,orchid,orchid,NN,1
orangutan,7744,orangutan,orangutan,NN,1
opposite,2933,opposites,opposit,NN,1
opportunity,6336,opportunity,opportun,NN,1
operative,2854,operative,oper,JJ,1
open,6259,open,open,JJ,1
nerd,3890,nerd,nerd,NN,1
nephew,7555,nephew,nephew,NN,1
neowestern,4211,neowestern,neowestern,JJ,1
montenegro,3740,montenegro,montenegro,NN,1
motion,2679,motion,motion,NN,1
mossad,3098,mossad,mossad,NN,1
moses,1656,moses,mose,NN,1
mortification,1825,mortification,mortif,NN,1
mortgage,9407,mortgage,mortgag,NN,1
morphine,3116,morphine,morphin,NN,1
morocco,9095,morocco,morocco,NN,1
morgana,5876,morgana,morgana,NN,1
moral,6723,moral,moral,JJ,1
mop,9422,mop,mop,NN,1
moor,6772,moor,moor,NN,1
moonshine,3789,moonshine,moonshin,NN,1
montreal,7616,montreal,montreal,NN,1
montage,8660,montage,montag,NN,1
nelson,5655,nelson,nelson,NN,1
monday,8274,monday,monday,NN,1
monarchy,5982,monarchy,monarchi,NN,1
mona,3442,mona,mona,NN,1
molotov,1159,molotov,molotov,NN,1
moderator,2970,moderator,moder,NN,1
model,9693,model,model,NN,1
mock,712,mocking,mock,VB,1
mob,9159,mob,mob,NN,1
mlb,6837,mlb,mlb,NN,1
mixed,6781,mixed,mix,JJ,1
mitvah,5513,mitvah,mitvah,NN,1
mit,922,mit,mit,NN,1
mistaken,9035,mistaken,mistaken,NN,1
motor,8796,motor,motor,NN,1
moulin,504,moulin,moulin,NN,1
movement,9081,movement,movement,NN,1
mug,3032,mugging,mug,VB,1
negligence,39,negligence,neglig,NN,1
neglect,3909,neglect,neglect,NN,1
needle,5255,needle,needl,NN,1
necrophilia,9681,necrophilia,necrophilia,NN,1
necromancer,9056,necromancer,necromanc,NN,1
neardeath,45,neardeath,neardeath,NN,1
naval,8348,naval,naval,NN,1
naturalist,1908,naturalist,naturalist,NN,1
nationalism,4447,nationalism,nation,NN,1
nasa,8736,nasa,nasa,NN,1
narrator,77,narrator,narrat,NN,1
narcotic,776,narcotics,narcot,NN,1
narcissist,7705,narcissist,narcissist,NN,1
napoleonic,1906,napoleonic,napoleon,JJ,1
napoleon,1036,napoleon,napoleon,NN,1
nanobots,4934,nanobots,nanobot,NN,1
nancy,4424,nancy,nanci,NN,1
naivety,5343,naivety,naiveti,NN,1
mystic,5864,mystic,mystic,JJ,1
mustang,197,mustang,mustang,NN,1
muscleman,6785,muscleman,muscleman,NN,1
murderer,2365,murderer,murder,NN,1
munich,3096,munich,munich,NN,1
mumbai,4505,mumbai,mumbai,NN,1
mullet,1193,mullet,mullet,NN,1
mule,8528,mule,mule,NN,1
muhammad,903,muhammad,muhammad,NN,1
juvenile,8039,juvenile,juvenil,NN,1
jumping,6210,jumping,jump,NN,1
factory,9413,factory,factori,NN,1
goon,2559,goon,goon,NN,1
greenhouse,2185,greenhouse,greenhous,NN,1
gravity,3271,gravity,graviti,NN,1
grandparent,1542,grandparent,grandpar,NN,1
grandmaster,5773,grandmaster,grandmast,NN,1
grandchild,1543,grandchild,grandchild,NN,1
grail,3430,grail,grail,NN,1
graduation,662,graduation,graduat,NN,1
gown,3605,gown,gown,NN,1
governor,1732,governor,governor,NN,1
gothic,3881,gothic,gothic,JJ,1
gossip,2429,gossip,gossip,NN,1
gospel,2516,gospel,gospel,NN,1
gorilla,684,gorilla,gorilla,NN,1
godmother,6115,godmother,godmoth,NN,1
grim,10081,grim,grim,NN,1
godfather,6120,godfather,godfath,NN,1
glove,873,gloves,glove,NN,1
glide,4160,gliding,glide,VB,1
glasgow,6881,glasgow,glasgow,NN,1
gladiator,117,gladiator,gladiat,NN,1
gioconda,3444,gioconda,gioconda,NN,1
gigantic,715,gigantic,gigant,JJ,1
georgian,2936,georgian,georgian,JJ,1
georgia,2505,georgia,georgia,NN,1
george,5997,george,georg,NN,1
gentleman,2935,gentleman,gentleman,NN,1
gentle,1986,gentle,gentl,NN,1
genghis,3685,genghis,genghi,NN,1
griffith,4025,griffith,griffith,NN,1
grocery,7282,grocery,groceri,NN,1
held,9706,held,held,NN,1
handkerchief,7312,handkerchief,handkerchief,NN,1
heiress,4748,heiress,heiress,NN,1
hedonism,8266,hedonism,hedon,NN,1
heavy,319,heavy,heavi,JJ,1
heartache,5385,heartache,heartach,NN,1
hearing,6461,hearing,hear,NN,1
health,7559,health,health,NN,1
heal,9478,healing,heal,VB,1
headline,3537,headline,headlin,NN,1
havana,3520,havana,havana,NN,1
hatter,9653,hatter,hatter,NN,1
hate,2106,hate,hate,NN,1
hatch,6649,hatching,hatch,VB,1
harbor,482,harbor,harbor,NN,1
handicapped,1000,handicapped,handicap,NN,1
groupie,316,groupie,groupi,NN,1
hamster,6805,hamster,hamster,NN,1
hamburg,1263,hamburg,hamburg,NN,1
halloween,809,halloween,halloween,NN,1
hall,518,hall,hall,NN,1
hail,2190,hail,hail,NN,1
gypsy,285,gypsy,gypsi,NN,1
gymnasium,4404,gymnasium,gymnasium,NN,1
gunshot,7416,gunshot,gunshot,NN,1
gunfight,5696,gunfight,gunfight,NN,1
gulfstream,2198,gulfstream,gulfstream,NN,1
guide,1455,guide,guid,NN,1
growth,7044,growth,growth,NN,1
grow,8473,growing,grow,VB,1
gene,5535,gene,gene,NN,1
gathering,1201,gathering,gather,NN,1
gate,6706,gate,gate,NN,1
fellow,2529,fellow,fellow,NN,1
fitness,4722,fitness,fit,NN,1
fisherman,3155,fisherman,fisherman,NN,1
firefly,2856,firefly,firefli,NN,1
firefighter,104,firefighter,firefight,NN,1
finnish,1013,finnish,finnish,JJ,1
finn,6982,finn,finn,NN,1
fingerprint,6133,fingerprint,fingerprint,NN,1
field,9888,field,field,NN,1
fiance,5301,fiance,fianc,NN,1
fernando,2716,fernando,fernando,NN,1
feral,9813,feral,feral,JJ,1
feminist,9255,feminist,feminist,NN,1
feminisim,6506,feminisim,feminisim,NN,1
feel,4980,feeling,feel,VB,1
garage,7626,garage,garag,NN,1
federation,1410,federation,feder,NN,1
faun,3585,faun,faun,NN,1
fast,2242,fast,fast,NN,1
fascist,3193,fascist,fascist,NN,1
farmer,8762,farmer,farmer,NN,1
farm,1325,farm,farm,NN,1
farce,5791,farce,farc,NN,1
fanaticism,875,fanaticism,fanatic,NN,1
fanatic,4257,fanatic,fanat,JJ,1
fan,9605,fan,fan,NN,1
famine,8743,famine,famin,NN,1
falsely,4785,falsely,fals,RB,1
fair,1982,fair,fair,NN,1
flanders,8685,flanders,flander,NN,1
flashlight,8453,flashlight,flashlight,NN,1
flask,7,flask,flask,NN,1
flat,6804,flat,flat,JJ,1
galicia,2396,galicia,galicia,NN,1
galaxy,2674,galaxy,galaxi,NN,1
galactic,2734,galactic,galact,JJ,1
gag,8072,gag,gag,NN,1
gabriel,2622,gabriel,gabriel,NN,1
fundamentalism,8378,fundamentalism,fundament,NN,1
fund,6755,fund,fund,NN,1
full,1147,full,full,JJ,1
frigate,1909,frigate,frigat,NN,1
freshman,7543,freshman,freshman,NN,1
freemason,3445,freemason,freemason,NN,1
frat,6096,frat,frat,NN,1
francoism,3566,francoism,francoism,NN,1
franco,3564,franco,franco,NN,1
franchise,6833,franchise,franchis,NN,1
fountain,5862,fountain,fountain,NN,1
fort,1448,fort,fort,NN,1
formula,8021,formula,formula,NN,1
foretold,10162,foretold,foretold,NN,1
foreigner,4936,foreigner,foreign,NN,1
ford,196,ford,ford,NN,1
folktale,3821,folktale,folktal,NN,1
flood,5554,flood,flood,NN,1
flirt,4084,flirt,flirt,NN,1
fling,6272,fling,fling,VB,1
flight,2598,flight,flight,NN,1
flesh,5720,flesh,flesh,NN,1
heirloom,10263,heirloom,heirloom,NN,1
helen,2163,helen,helen,NN,1
jump,9782,jump,jump,NN,1
inspector,3181,inspector,inspector,NN,1
interspecies,4878,interspecies,interspeci,NN,1
interrogation,4926,interrogation,interrog,NN,1
interpreter,5969,interpreter,interpret,NN,1
intergalactic,2691,intergalactic,intergalact,JJ,1
intensive,2389,intensive,intens,JJ,1
intelligent,6054,intelligent,intellig,NN,1
insult,6807,insult,insult,NN,1
insulin,380,insulin,insulin,NN,1
instrument,3542,instrument,instrument,NN,1
instructor,2994,instructor,instructor,NN,1
institutionalization,7486,institutionalization,institution,NN,1
installer,2698,installer,instal,NN,1
inspire,8243,inspiring,inspir,VB,1
insomnia,1211,insomnia,insomnia,NN,1
intruder,8460,intruder,intrud,NN,1
insecurity,5725,insecurity,insecur,NN,1
inquisition,6235,inquisition,inquisit,NN,1
innocent,6137,innocent,innoc,NN,1
injustice,3813,injustice,injustic,NN,1
injured,7752,injured,injur,JJ,1
injection,7525,injection,inject,NN,1
informant,9174,informant,inform,NN,1
infestation,4247,infestation,infest,NN,1
infatuation,3810,infatuation,infatu,NN,1
indianapolis,2517,indianapolis,indianapoli,NN,1
incompetence,6589,incompetence,incompet,NN,1
incheon,9803,incheon,incheon,NN,1
incest,3809,incest,incest,NN,1
intimidation,7399,intimidation,intimid,NN,1
inventor,9414,inventor,inventor,NN,1
hell,10075,hell,hell,NN,1
janeiro,4560,janeiro,janeiro,NN,1
jordan,4792,jordan,jordan,NN,1
joker,4638,joker,joker,NN,1
johannesburg,2832,johannesburg,johannesburg,NN,1
jock,3134,jock,jock,NN,1
jinx,3228,jinx,jinx,NN,1
jingle,7405,jingle,jingl,NN,1
jfk,2237,jfk,jfk,NN,1
jewish,5521,jewish,jewish,NN,1
jewelry,602,jewelry,jewelri,NN,1
jewel,598,jewel,jewel,NN,1
jet,1793,jet,jet,NN,1
jesse,4071,jesse,jess,NN,1
jay,708,jay,jay,NN,1
james,4072,james,jame,NN,1
iphone,9076,iphone,iphon,NN,1
jamaican,9886,jamaican,jamaican,NN,1
jamaica,1728,jamaica,jamaica,NN,1
jam,345,jam,jam,NN,1
jaipur,7041,jaipur,jaipur,NN,1
jackson,9797,jackson,jackson,NN,1
jackie,9909,jackie,jacki,NN,1
issue,6729,issues,issu,NN,1
israel,3088,israel,israel,NN,1
isolated,1616,isolated,isol,JJ,1
islington,2693,islington,islington,NN,1
iron,5292,iron,iron,NN,1
iraq,5810,iraq,iraq,NN,1
iraniraq,9854,iraniraq,iraniraq,NN,1
inanimate,3702,inanimate,inanim,NN,1
improvisation,9787,improvisation,improvis,NN,1
impersonate,7660,impersonating,imperson,VB,1
hitwoman,5922,hitwoman,hitwoman,NN,1
hoover,6961,hoover,hoover,NN,1
honeymoon,3393,honeymoon,honeymoon,NN,1
honesty,6342,honesty,honesti,NN,1
homosexual,2888,homosexual,homosexu,JJ,1
homesickness,1788,homesickness,homesick,NN,1
homer,2165,homers,homer,NN,1
homepage,4411,homepage,homepag,NN,1
homelessness,3770,homelessness,homeless,NN,1
homeless,3766,homeless,homeless,NN,1
home,8457,home,home,NN,1
holocaust,1347,holocaust,holocaust,NN,1
holland,1955,holland,holland,NN,1
hmong,4906,hmong,hmong,NN,1
hitchhiker,2680,hitchhiker,hitchhik,NN,1
imperial,7446,imperial,imperi,JJ,1
hitchcockian,5102,hitchcockian,hitchcockian,NN,1
hit,5290,hit,hit,NN,1
hippie,3649,hippie,hippi,NN,1
himalaya,8209,himalaya,himalaya,NN,1
hill,6457,hills,hill,NN,1
hijack,2843,hijack,hijack,NN,1
herzegovina,718,herzegovina,herzegovina,NN,1
heroism,8712,heroism,heroism,NN,1
heroin,358,heroin,heroin,NN,1
heroic,6384,heroic,heroic,NN,1
heresy,3441,heresy,heresi,NN,1
henry,4387,henry,henri,NN,1
hemophagia,3259,hemophagia,hemophagia,NN,1
horde,137,horde,hord,NN,1
horticulture,8971,horticulture,horticultur,NN,1
